measure,location,sex,age,cause,metric,year,val,upper,lower,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,<70 years,"Tracheal, bronchus, and lung cancer",Rate,2017,310.4215256,336.9930957,284.4995654,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,Under 5,Breast cancer,Number,2017,0,0,0,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,Under 5,Breast cancer,Percent,2017,0,0,0,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,Under 5,Breast cancer,Rate,2017,0,0,0,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,Early Neonatal,Breast cancer,Number,2017,0,0,0,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,Early Neonatal,Breast cancer,Percent,2017,0,0,0,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,Early Neonatal,Breast cancer,Rate,2017,0,0,0,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,Late Neonatal,Breast cancer,Number,2017,0,0,0,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,Late Neonatal,Breast cancer,Percent,2017,0,0,0,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,Late Neonatal,Breast cancer,Rate,2017,0,0,0,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,Post Neonatal,Breast cancer,Number,2017,0,0,0,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,Post Neonatal,Breast cancer,Percent,2017,0,0,0,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,Post Neonatal,Breast cancer,Rate,2017,0,0,0,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,1 to 4,Breast cancer,Number,2017,0,0,0,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,1 to 4,Breast cancer,Percent,2017,0,0,0,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,1 to 4,Breast cancer,Rate,2017,0,0,0,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,5 to 9,Breast cancer,Number,2017,0,0,0,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,5 to 9,Breast cancer,Percent,2017,0,0,0,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,5 to 9,Breast cancer,Rate,2017,0,0,0,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,10 to 14,Breast cancer,Number,2017,0,0,0,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,10 to 14,Breast cancer,Percent,2017,0,0,0,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,10 to 14,Breast cancer,Rate,2017,0,0,0,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,15 to 19,Breast cancer,Number,2017,3.157615276,3.600312735,2.757529849,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,15 to 19,Breast cancer,Percent,2017,0.000110451,0.000140673,8.71E-05,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,15 to 19,Breast cancer,Rate,2017,0.879847023,1.003201519,0.768366067,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,20 to 24,Breast cancer,Number,2017,18.89249266,25.35463464,13.6792852,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,20 to 24,Breast cancer,Percent,2017,0.000446454,0.000636325,0.000308482,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,20 to 24,Breast cancer,Rate,2017,4.319851444,5.797448595,3.127828655,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,25 to 29,Breast cancer,Number,2017,138.9614695,182.9447863,101.5707912,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,25 to 29,Breast cancer,Percent,2017,0.002362744,0.003254868,0.001639577,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,25 to 29,Breast cancer,Rate,2017,24.42801024,32.15982911,17.85511002,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,30 to 34,Breast cancer,Number,2017,368.0043888,457.7238325,288.6370481,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,30 to 34,Breast cancer,Percent,2017,0.006450978,0.00851413,0.004788457,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,30 to 34,Breast cancer,Rate,2017,72.06987244,89.64050218,56.52659553,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,35 to 39,Breast cancer,Number,2017,809.5498294,989.3846653,661.0936281,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,35 to 39,Breast cancer,Percent,2017,0.013100693,0.017037081,0.009820435,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,35 to 39,Breast cancer,Rate,2017,163.0789887,199.3056447,133.1733717,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,40 to 44,Breast cancer,Number,2017,1259.739535,1489.883492,1061.326056,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,40 to 44,Breast cancer,Percent,2017,0.019676848,0.024765144,0.01535194,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,40 to 44,Breast cancer,Rate,2017,289.9985733,342.9789057,244.3227618,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,45 to 49,Breast cancer,Number,2017,1479.447072,1741.608194,1236.921712,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,45 to 49,Breast cancer,Percent,2017,0.02291229,0.028456863,0.017842463,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,45 to 49,Breast cancer,Rate,2017,388.5451268,457.3961375,324.8510289,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,50 to 54,Breast cancer,Number,2017,1931.57775,2272.289797,1642.664171,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,50 to 54,Breast cancer,Percent,2017,0.026166358,0.032315721,0.020671055,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,50 to 54,Breast cancer,Rate,2017,527.6504992,620.7230567,448.7277665,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,55 to 59,Breast cancer,Number,2017,2090.400936,2446.223816,1768.073072,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,55 to 59,Breast cancer,Percent,2017,0.024514905,0.030012107,0.019958316,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,55 to 59,Breast cancer,Rate,2017,615.0968604,719.7971274,520.2524439,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,60 to 64,Breast cancer,Number,2017,1649.514229,1971.248957,1378.388397,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,60 to 64,Breast cancer,Percent,2017,0.018430412,0.022279014,0.015163568,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,60 to 64,Breast cancer,Rate,2017,560.9728146,670.3895341,468.7673527,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,65 to 69,Breast cancer,Number,2017,1109.182475,1318.799461,920.0964586,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,65 to 69,Breast cancer,Percent,2017,0.013590096,0.016602963,0.011195316,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,65 to 69,Breast cancer,Rate,2017,505.3317168,600.8309818,419.1861424,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,70 to 74,Breast cancer,Number,2017,602.4278182,741.5232565,491.9599124,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,70 to 74,Breast cancer,Percent,2017,0.0101431,0.012425451,0.008285369,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,70 to 74,Breast cancer,Rate,2017,470.5265396,579.1670991,384.2455282,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,75 to 79,Breast cancer,Number,2017,423.1067155,513.9609025,350.1085008,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,75 to 79,Breast cancer,Percent,2017,0.007932472,0.009599369,0.006543049,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,75 to 79,Breast cancer,Rate,2017,451.3709004,548.2942881,373.4962918,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,80 plus,Breast cancer,Number,2017,554.4317899,638.1342023,482.4348814,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,80 plus,Breast cancer,Percent,2017,0.006090544,0.006980093,0.005359119,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,80 plus,Breast cancer,Rate,2017,468.2167457,538.9032969,407.4154734,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,All Ages,Breast cancer,Number,2017,12438.39412,13929.42512,11129.42481,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,All Ages,Breast cancer,Percent,2017,0.013052825,0.015294438,0.011062399,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,All Ages,Breast cancer,Rate,2017,223.3714056,250.147667,199.8646481,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,5-14 years,Breast cancer,Number,2017,0,0,0,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,5-14 years,Breast cancer,Percent,2017,0,0,0,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,5-14 years,Breast cancer,Rate,2017,0,0,0,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,15-49 years,Breast cancer,Number,2017,4077.752402,4630.847954,3591.097283,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,15-49 years,Breast cancer,Percent,2017,0.010807116,0.013334527,0.008575193,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,15-49 years,Breast cancer,Rate,2017,127.9381925,145.2913905,112.6695419,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,50-69 years,Breast cancer,Number,2017,6780.675391,7679.090961,6004.157832,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,50-69 years,Breast cancer,Percent,2017,0.020532006,0.024129844,0.01735469,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,50-69 years,Breast cancer,Rate,2017,556.0383956,629.7115216,492.3613203,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,70+ years,Breast cancer,Number,2017,1579.966324,1822.32279,1391.754237,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,70+ years,Breast cancer,Percent,2017,0.007753348,0.008826717,0.006855998,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,70+ years,Breast cancer,Rate,2017,464.4441758,535.6868647,409.1176755,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,Age-standardized,Breast cancer,Rate,2017,170.876249,191.7488974,152.8251989,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,<1 year,Breast cancer,Number,2017,0,0,0,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,<1 year,Breast cancer,Percent,2017,0,0,0,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,<1 year,Breast cancer,Rate,2017,0,0,0,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,80 to 84,Breast cancer,Number,2017,277.1754631,333.6720865,225.6062826,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,80 to 84,Breast cancer,Percent,2017,0.006678845,0.008124217,0.005482985,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,80 to 84,Breast cancer,Rate,2017,464.9531429,559.7244561,378.4474606,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,85 to 89,Breast cancer,Number,2017,180.1823639,219.4879967,147.8206873,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,85 to 89,Breast cancer,Percent,2017,0.005971265,0.00720173,0.004910062,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,85 to 89,Breast cancer,Rate,2017,480.5816459,585.4174651,394.2667178,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,90 to 94,Breast cancer,Number,2017,79.43333984,100.2685376,61.62880477,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,90 to 94,Breast cancer,Percent,2017,0.005389136,0.00678369,0.004238003,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,90 to 94,Breast cancer,Rate,2017,501.148771,632.5990381,388.8191008,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,<20 years,Breast cancer,Number,2017,3.157615276,3.600312735,2.757529849,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,<20 years,Breast cancer,Percent,2017,4.54E-05,5.70E-05,3.63E-05,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,<20 years,Breast cancer,Rate,2017,0.267496116,0.304999054,0.233603039,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,10 to 24,Breast cancer,Number,2017,22.05010794,28.53962371,16.85864586,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,10 to 24,Breast cancer,Percent,2017,0.000263332,0.000367323,0.000188435,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,10 to 24,Breast cancer,Rate,2017,2.132532742,2.760153472,1.630450716,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,10 to 54,Breast cancer,Number,2017,6009.330153,6755.461213,5321.2689,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,10 to 54,Breast cancer,Percent,2017,0.012952311,0.016013775,0.010388415,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,10 to 54,Breast cancer,Rate,2017,69.80261198,78.46945098,61.81029479,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,95 plus,Breast cancer,Number,2017,17.64062313,22.15563503,13.68475161,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,95 plus,Breast cancer,Percent,2017,0.003822727,0.004839929,0.003005373,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,95 plus,Breast cancer,Rate,2017,323.2633038,406.0006113,250.7722082,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,<70 years,Breast cancer,Number,2017,10858.42779,12097.99732,9648.163963,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,<70 years,Breast cancer,Percent,2017,0.014500209,0.017326647,0.012035113,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,<70 years,Breast cancer,Rate,2017,207.6857653,231.3946255,184.5374261,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,Under 5,Cervical cancer,Number,2017,0,0,0,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,Under 5,Cervical cancer,Percent,2017,0,0,0,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,Under 5,Cervical cancer,Rate,2017,0,0,0,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,Early Neonatal,Cervical cancer,Number,2017,0,0,0,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,Early Neonatal,Cervical cancer,Percent,2017,0,0,0,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,Early Neonatal,Cervical cancer,Rate,2017,0,0,0,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,Late Neonatal,Cervical cancer,Number,2017,0,0,0,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,Late Neonatal,Cervical cancer,Percent,2017,0,0,0,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,Late Neonatal,Cervical cancer,Rate,2017,0,0,0,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,Post Neonatal,Cervical cancer,Number,2017,0,0,0,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,Post Neonatal,Cervical cancer,Percent,2017,0,0,0,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,Post Neonatal,Cervical cancer,Rate,2017,0,0,0,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,1 to 4,Cervical cancer,Number,2017,0,0,0,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,1 to 4,Cervical cancer,Percent,2017,0,0,0,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,1 to 4,Cervical cancer,Rate,2017,0,0,0,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,5 to 9,Cervical cancer,Number,2017,0,0,0,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,5 to 9,Cervical cancer,Percent,2017,0,0,0,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,5 to 9,Cervical cancer,Rate,2017,0,0,0,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,10 to 14,Cervical cancer,Number,2017,0,0,0,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,10 to 14,Cervical cancer,Percent,2017,0,0,0,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,10 to 14,Cervical cancer,Rate,2017,0,0,0,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,15 to 19,Cervical cancer,Number,2017,2.429270159,3.291738702,1.785835754,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,15 to 19,Cervical cancer,Percent,2017,8.49E-05,0.000120692,5.87E-05,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,15 to 19,Cervical cancer,Rate,2017,0.67689884,0.917219561,0.497610423,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,20 to 24,Cervical cancer,Number,2017,10.34511405,15.35196847,6.761115401,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,20 to 24,Cervical cancer,Percent,2017,0.000244072,0.000381879,0.00015185,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,20 to 24,Cervical cancer,Rate,2017,2.365455775,3.510295034,1.545958739,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,25 to 29,Cervical cancer,Number,2017,51.16716978,75.41393302,33.61535786,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,25 to 29,Cervical cancer,Percent,2017,0.000870353,0.001362661,0.000556193,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,25 to 29,Cervical cancer,Rate,2017,8.994667021,13.25700091,5.909237349,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,30 to 34,Cervical cancer,Number,2017,97.38931978,138.6862012,68.02618628,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,30 to 34,Cervical cancer,Percent,2017,0.001708961,0.002449627,0.001114834,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,30 to 34,Cervical cancer,Rate,2017,19.07269605,27.16026529,13.32222853,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,35 to 39,Cervical cancer,Number,2017,179.4638589,243.0439074,125.8970194,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,35 to 39,Cervical cancer,Percent,2017,0.002903173,0.00412519,0.001966723,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,35 to 39,Cervical cancer,Rate,2017,36.15192488,48.95974675,25.36120429,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,40 to 44,Cervical cancer,Number,2017,242.0920569,311.8532806,183.1856115,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,40 to 44,Cervical cancer,Percent,2017,0.003780835,0.005141983,0.002737023,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,40 to 44,Cervical cancer,Rate,2017,55.7308469,71.79024233,42.1702777,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,45 to 49,Cervical cancer,Number,2017,257.7359329,328.3100588,197.626201,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,45 to 49,Cervical cancer,Percent,2017,0.003995589,0.005283839,0.00295373,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,45 to 49,Cervical cancer,Rate,2017,67.68882958,86.2236141,51.9022943,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,50 to 54,Cervical cancer,Number,2017,335.7560139,420.7166122,264.4546277,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,50 to 54,Cervical cancer,Percent,2017,0.004549901,0.005927103,0.00344743,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,50 to 54,Cervical cancer,Rate,2017,91.71871456,114.927463,72.24126302,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,55 to 59,Cervical cancer,Number,2017,327.0306905,405.4568714,261.1158147,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,55 to 59,Cervical cancer,Percent,2017,0.003838638,0.004945499,0.002919567,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,55 to 59,Cervical cancer,Rate,2017,96.22821512,119.3049832,76.8328769,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,60 to 64,Cervical cancer,Number,2017,252.042715,323.0474883,199.5653249,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,60 to 64,Cervical cancer,Percent,2017,0.002817978,0.003631678,0.002163147,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,60 to 64,Cervical cancer,Rate,2017,85.71560568,109.863168,67.86890349,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,65 to 69,Cervical cancer,Number,2017,190.8279445,246.072326,146.9133446,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,65 to 69,Cervical cancer,Percent,2017,0.002341229,0.003065446,0.001772528,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,65 to 69,Cervical cancer,Rate,2017,86.93917814,112.1079297,66.93215433,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,70 to 74,Cervical cancer,Number,2017,114.3901249,143.6446247,89.92208501,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,70 to 74,Cervical cancer,Percent,2017,0.001928035,0.002456816,0.001477136,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,70 to 74,Cervical cancer,Rate,2017,89.34446254,112.1937038,70.23368811,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,75 to 79,Cervical cancer,Number,2017,87.80605331,106.6251329,71.01981575,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,75 to 79,Cervical cancer,Percent,2017,0.001647823,0.002046834,0.001309561,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,75 to 79,Cervical cancer,Rate,2017,93.67163387,113.7478572,75.76404961,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,80 plus,Cervical cancer,Number,2017,119.9387689,139.098608,101.6997193,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,80 plus,Cervical cancer,Percent,2017,0.001318793,0.001564073,0.001117191,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,80 plus,Cervical cancer,Rate,2017,101.2880954,117.4685484,85.88524771,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,All Ages,Cervical cancer,Number,2017,2268.415034,2575.387839,2014.852284,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,All Ages,Cervical cancer,Percent,2017,0.002382095,0.002853101,0.001970827,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,All Ages,Cervical cancer,Rate,2017,40.73669397,46.24937884,36.18315858,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,5-14 years,Cervical cancer,Number,2017,0,0,0,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,5-14 years,Cervical cancer,Percent,2017,0,0,0,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,5-14 years,Cervical cancer,Rate,2017,0,0,0,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,15-49 years,Cervical cancer,Number,2017,840.6227226,987.8425631,715.8441282,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,15-49 years,Cervical cancer,Percent,2017,0.002228484,0.002838544,0.001751747,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,15-49 years,Cervical cancer,Rate,2017,26.37427216,30.99324812,22.45938321,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,50-69 years,Cervical cancer,Number,2017,1105.657364,1292.133131,955.7508142,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,50-69 years,Cervical cancer,Percent,2017,0.003350481,0.004061765,0.002728559,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,50-69 years,Cervical cancer,Rate,2017,90.66765643,105.9593023,78.37481057,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,70+ years,Cervical cancer,Number,2017,322.1349471,365.8436938,280.8891795,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,70+ years,Cervical cancer,Percent,2017,0.001582369,0.001872411,0.001356556,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,70+ years,Cervical cancer,Rate,2017,94.69423352,107.5427813,82.56969882,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,Age-standardized,Cervical cancer,Rate,2017,31.4922283,35.69299316,28.00436268,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,<1 year,Cervical cancer,Number,2017,0,0,0,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,<1 year,Cervical cancer,Percent,2017,0,0,0,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,<1 year,Cervical cancer,Rate,2017,0,0,0,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,80 to 84,Cervical cancer,Number,2017,61.982161,78.32928204,49.10125969,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,80 to 84,Cervical cancer,Percent,2017,0.001494597,0.001903737,0.001167097,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,80 to 84,Cervical cancer,Rate,2017,103.9731304,131.394913,82.36582256,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,85 to 89,Cervical cancer,Number,2017,40.12076091,50.19520865,30.92597869,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,85 to 89,Cervical cancer,Percent,2017,0.001331303,0.001684633,0.001025998,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,85 to 89,Cervical cancer,Rate,2017,107.0099254,133.8804502,82.48564078,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,90 to 94,Cervical cancer,Number,2017,14.73712066,19.20908662,11.07619147,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,90 to 94,Cervical cancer,Percent,2017,0.001000872,0.001306838,0.000739863,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,90 to 94,Cervical cancer,Rate,2017,92.97720482,121.1910537,69.88022606,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,<20 years,Cervical cancer,Number,2017,2.429270159,3.291738702,1.785835754,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,<20 years,Cervical cancer,Percent,2017,3.49E-05,4.91E-05,2.45E-05,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,<20 years,Cervical cancer,Rate,2017,0.205794651,0.278858329,0.151286362,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,10 to 24,Cervical cancer,Number,2017,12.77438421,18.12779928,8.900787893,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,10 to 24,Cervical cancer,Percent,2017,0.000152335,0.000225597,0.000101258,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,10 to 24,Cervical cancer,Rate,2017,1.235449398,1.753194388,0.860822163,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,10 to 54,Cervical cancer,Number,2017,1176.378737,1356.009019,1018.515086,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,10 to 54,Cervical cancer,Percent,2017,0.002536183,0.0031987,0.002000817,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,10 to 54,Cervical cancer,Rate,2017,13.66446948,15.75100203,11.83077174,,,,,
DALYs (Disability-Adjusted Life Years),Singapore,Both,95 plus,Cervical cancer,Number,2017,3.098726295,4.168489474,2.272057565,,,,,
